S3: N=20, L=20, pop=60
S1839: N=74, L=86, pop=246
S1840: N=74, L=53, pop=180
S1845: N=39, L=81, pop=201
S1846: N=52, L=72, pop=196
S1853: N=91, L=49, pop=189
S1854: N=73, L=83, pop=239
S1855: N=80, L=89, pop=258
S1856: N=93, L=88, pop=269
S1865: N=115, L=103, pop=321
S1869: N=81, L=55, pop=191
S1872: N=67, L=57, pop=181
S1877: N=68, L=102, pop=272
S1882: N=47, L=79, pop=205
S1889: N=60, L=84, pop=228
S1891: N=73, L=102, pop=277
S2424: N=99, L=58, pop=215
S2434: N=104, L=75, pop=254
S2436: N=56, L=61, pop=178
S2437: N=49, L=76, pop=201
S2447: N=94, L=75, pop=244
S2456: N=44, L=70, pop=184
S2458: N=115, L=42, pop=199
S2464: N=89, L=35, pop=159
S2470: N=40, L=49, pop=138
S2479: N=47, L=58, pop=163
S2488: N=67, L=63, pop=193
S2498: N=79, L=63, pop=205
S2507: N=58, L=87, pop=232
S2516: N=87, L=93, pop=273
S2520: N=77, L=64, pop=205
S2524: N=40, L=88, pop=216
S2532: N=62, L=81, pop=224
S2536: N=47, L=49, pop=145
S3155: N=92, L=68, pop=228
S3741: N=82, L=38, pop=158
S3742: N=110, L=75, pop=260
S4379: N=83, L=66, pop=215
S4387: N=43, L=40, pop=123
S4391: N=44, L=70, pop=184
S4397: N=46, L=46, pop=138
S4401: N=82, L=75, pop=232
S4403: N=37, L=60, pop=157
S4411: N=43, L=57, pop=157
S4421: N=47, L=76, pop=199
S4428: N=65, L=60, pop=185
S5143: N=85, L=33, pop=151
S5147: N=43, L=132, pop=307
S5154: N=51, L=53, pop=157
S5160: N=30, L=69, pop=168
S5170: N=62, L=66, pop=194
S5180: N=42, L=49, pop=140
S5181: N=83, L=78, pop=239
S5191: N=87, L=37, pop=161
S5201: N=76, L=78, pop=232
S5208: N=58, L=61, pop=180
S5211: N=47, L=81, pop=209
S5216: N=31, L=68, pop=167
S5224: N=83, L=45, pop=173
S5234: N=74, L=70, pop=214
S5970: N=49, L=27, pop=103
S6681: N=48, L=65, pop=178
S6684: N=38, L=51, pop=140
S6694: N=54, L=60, pop=174
S6703: N=58, L=54, pop=166
S6708: N=52, L=46, pop=144
S6714: N=43, L=61, pop=165
S6718: N=86, L=28, pop=142
S6728: N=70, L=51, pop=172
S6736: N=54, L=51, pop=156
S6737: N=48, L=68, pop=184
S6743: N=63, L=41, pop=145
S6746: N=52, L=40, pop=132
S6753: N=47, L=67, pop=181
S6761: N=51, L=28, pop=107
S7539: N=15, L=69, pop=153
S7545: N=47, L=50, pop=147
S7551: N=63, L=72, pop=207
S7557: N=28, L=45, pop=118
S7563: N=45, L=42, pop=129
S7573: N=71, L=62, pop=195
S7578: N=69, L=27, pop=123
S7587: N=62, L=49, pop=160
S7597: N=62, L=48, pop=158
S7598: N=43, L=58, pop=159
S7599: N=49, L=50, pop=149
S7600: N=53, L=37, pop=127
S7606: N=59, L=40, pop=139
S7613: N=54, L=67, pop=188
S7619: N=26, L=63, pop=152
S7626: N=58, L=54, pop=166
S7631: N=57, L=53, pop=163
S7639: N=32, L=54, pop=140
S7642: N=41, L=53, pop=147
S7648: N=47, L=35, pop=117
S8588: N=46, L=25, pop=96
S8597: N=69, L=48, pop=165
S8606: N=51, L=43, pop=137
S8607: N=41, L=52, pop=145
S8609: N=42, L=33, pop=108
S8616: N=40, L=44, pop=128
S8620: N=85, L=40, pop=165
S8622: N=37, L=62, pop=161
S8626: N=44, L=36, pop=116
S8629: N=43, L=31, pop=105
S8635: N=71, L=42, pop=155
S8643: N=45, L=48, pop=141
S8652: N=64, L=57, pop=178
S9636: N=32, L=57, pop=146
S9637: N=47, L=61, pop=169
S10778: N=44, L=60, pop=164
S10779: N=43, L=40, pop=123
S10784: N=26, L=47, pop=120
S10786: N=57, L=62, pop=181
S10793: N=45, L=52, pop=149
S10803: N=32, L=57, pop=146
S10810: N=25, L=46, pop=117
S10816: N=37, L=31, pop=99
S10824: N=37, L=24, pop=85
S10825: N=50, L=55, pop=160
S10835: N=52, L=48, pop=148
S10843: N=22, L=45, pop=112
S10853: N=40, L=27, pop=94
S10860: N=46, L=43, pop=132
S10863: N=59, L=30, pop=119
S10871: N=52, L=40, pop=132
S10881: N=71, L=36, pop=143
S10884: N=36, L=20, pop=76
S12087: N=37, L=45, pop=127
S12094: N=41, L=42, pop=125
S12104: N=52, L=38, pop=128
S12106: N=40, L=39, pop=118
S12112: N=16, L=8, pop=32
S12117: N=48, L=32, pop=112
S12121: N=32, L=62, pop=156
S12123: N=23, L=29, pop=81
S12126: N=33, L=26, pop=85
S12129: N=49, L=22, pop=93
S12139: N=57, L=34, pop=125
S13297: N=42, L=45, pop=132
S13298: N=33, L=38, pop=109
S13301: N=43, L=24, pop=91
S13302: N=42, L=42, pop=126
S13310: N=56, L=44, pop=144
S13319: N=50, L=53, pop=156
S13326: N=52, L=55, pop=162
S13329: N=28, L=41, pop=110
S13335: N=54, L=36, pop=126
S13341: N=35, L=47, pop=129
S13347: N=22, L=38, pop=98
S13353: N=54, L=46, pop=146
S13355: N=35, L=41, pop=117
S13363: N=33, L=49, pop=131
S14596: N=30, L=38, pop=106
S14604: N=37, L=49, pop=135
S14607: N=34, L=42, pop=118
S14614: N=13, L=21, pop=55
S14622: N=51, L=24, pop=99
S15907: N=24, L=30, pop=84
S17194: N=34, L=49, pop=132
S17200: N=34, L=54, pop=142
S18454: N=17, L=25, pop=67
S18458: N=30, L=50, pop=130
S18465: N=11, L=40, pop=91
S18472: N=25, L=46, pop=117
S18481: N=29, L=40, pop=109
S18483: N=7, L=28, pop=63
S18484: N=24, L=43, pop=110
S18486: N=16, L=35, pop=86
S18487: N=43, L=18, pop=79
S18493: N=29, L=16, pop=61
S18502: N=20, L=21, pop=62
S18510: N=35, L=38, pop=111
S19894: N=34, L=21, pop=76
S19903: N=31, L=33, pop=97
S19912: N=19, L=32, pop=83
S19916: N=30, L=23, pop=76
S21288: N=22, L=18, pop=58
S21298: N=11, L=23, pop=57
S21302: N=31, L=27, pop=85
S21307: N=27, L=24, pop=75
S21310: N=11, L=37, pop=85
S21314: N=21, L=30, pop=81
S21318: N=32, L=29, pop=90
S21324: N=24, L=20, pop=64
S21332: N=15, L=21, pop=57
S22780: N=25, L=26, pop=77
S22785: N=28, L=23, pop=74
S22794: N=15, L=17, pop=49
S22801: N=23, L=29, pop=81
S22804: N=26, L=22, pop=70
S22807: N=26, L=17, pop=60
S24345: N=20, L=20, pop=60
S24352: N=20, L=20, pop=60
S24353: N=20, L=20, pop=60
S24360: N=20, L=20, pop=60
S24367: N=20, L=20, pop=60
S24373: N=20, L=20, pop=60
S24376: N=20, L=20, pop=60
S24384: N=20, L=20, pop=60
S24391: N=20, L=20, pop=60
S24393: N=20, L=20, pop=60
S24400: N=20, L=20, pop=60
S3: N=144, L=68, pop=280
S8: N=80, L=73, pop=226
S10: N=133, L=102, pop=337
S15: N=54, L=72, pop=198
S23: N=79, L=60, pop=199
S31: N=41, L=95, pop=231
S32: N=90, L=41, pop=172
S39: N=110, L=103, pop=316
S41: N=51, L=95, pop=241
S47: N=98, L=44, pop=186
S52: N=109, L=132, pop=373
S58: N=101, L=102, pop=305
S61: N=69, L=93, pop=255
S63: N=119, L=67, pop=253
S72: N=90, L=136, pop=362
S76: N=73, L=83, pop=239
S182: N=67, L=69, pop=205
S188: N=66, L=70, pop=206
S189: N=107, L=87, pop=281
S192: N=85, L=96, pop=277
S202: N=98, L=106, pop=310
S210: N=113, L=90, pop=293
S211: N=69, L=116, pop=301
S213: N=63, L=99, pop=261
S219: N=103, L=62, pop=227
S224: N=69, L=77, pop=223
S225: N=100, L=61, pop=222
S356: N=103, L=94, pop=291
S361: N=89, L=55, pop=199
S370: N=75, L=96, pop=267
S377: N=103, L=74, pop=251
S381: N=77, L=98, pop=273
S384: N=81, L=87, pop=255
S392: N=59, L=135, pop=329
S398: N=83, L=58, pop=199
S401: N=89, L=77, pop=243
S411: N=79, L=68, pop=215
S414: N=121, L=53, pop=227
S418: N=72, L=107, pop=286
S419: N=86, L=98, pop=282
S427: N=84, L=99, pop=282
S434: N=110, L=100, pop=310
S438: N=73, L=50, pop=173
S659: N=115, L=79, pop=273
S668: N=109, L=95, pop=299
S676: N=97, L=81, pop=259
S949: N=93, L=70, pop=233
S951: N=64, L=96, pop=256
S954: N=72, L=99, pop=270
S955: N=21, L=68, pop=157
S959: N=25, L=78, pop=181
S968: N=78, L=97, pop=272
S977: N=88, L=58, pop=204
S979: N=64, L=106, pop=276
S981: N=98, L=89, pop=276
S982: N=71, L=84, pop=239
S992: N=92, L=61, pop=214
S998: N=32, L=47, pop=126
S1000: N=80, L=100, pop=280
S1008: N=60, L=66, pop=192
S1010: N=51, L=66, pop=183
S1012: N=76, L=58, pop=192
S1019: N=87, L=80, pop=247
S1375: N=53, L=92, pop=237
S1385: N=111, L=61, pop=233
S1395: N=57, L=41, pop=139
S1401: N=96, L=77, pop=250
S1407: N=53, L=74, pop=201
S1410: N=71, L=72, pop=215
S1418: N=112, L=51, pop=214
S1428: N=149, L=74, pop=297
S1436: N=103, L=71, pop=245
S1437: N=78, L=55, pop=188
S1821: N=126, L=115, pop=356
S1825: N=47, L=90, pop=227
S1829: N=81, L=75, pop=231
S1839: N=75, L=93, pop=261
S1840: N=81, L=55, pop=191
S1845: N=41, L=84, pop=209
S1846: N=54, L=78, pop=210
S1853: N=87, L=45, pop=177
S1854: N=69, L=78, pop=225
S1855: N=76, L=90, pop=256
S1856: N=100, L=86, pop=272
S1865: N=125, L=103, pop=331
S1869: N=80, L=58, pop=196
S1872: N=71, L=58, pop=187
S1877: N=64, L=98, pop=260
S1882: N=49, L=84, pop=217
S1889: N=68, L=92, pop=252
S1891: N=71, L=99, pop=269
S2424: N=102, L=59, pop=220
S2434: N=113, L=73, pop=259
S2436: N=63, L=59, pop=181
S2437: N=48, L=74, pop=196
S2447: N=102, L=85, pop=272
S2456: N=45, L=79, pop=203
S2458: N=117, L=39, pop=195
S2464: N=97, L=41, pop=179
S2470: N=48, L=55, pop=158
S2479: N=48, L=62, pop=172
S2488: N=76, L=64, pop=204
S2498: N=86, L=72, pop=230
S2507: N=53, L=93, pop=239
S2516: N=94, L=95, pop=284
S2520: N=83, L=64, pop=211
S2524: N=44, L=88, pop=220
S2532: N=72, L=78, pop=228
S2536: N=49, L=49, pop=147
S3155: N=96, L=75, pop=246
S3741: N=84, L=34, pop=152
S3742: N=108, L=85, pop=278
S4379: N=80, L=75, pop=230
S4387: N=39, L=43, pop=125
S4391: N=39, L=75, pop=189
S4397: N=43, L=56, pop=155
S4401: N=78, L=75, pop=228
S4403: N=45, L=57, pop=159
S4411: N=39, L=53, pop=145
S4421: N=57, L=81, pop=219
S4428: N=66, L=60, pop=186
S5143: N=94, L=41, pop=176
S5147: N=45, L=139, pop=323
S5154: N=50, L=53, pop=156
S5160: N=32, L=79, pop=190
S5170: N=58, L=70, pop=198
S5180: N=49, L=57, pop=163
S5181: N=81, L=76, pop=233
S5191: N=90, L=47, pop=184
S5201: N=74, L=73, pop=220
S5208: N=61, L=58, pop=177
S5211: N=47, L=80, pop=207
S5216: N=32, L=72, pop=176
S5224: N=88, L=43, pop=174
S5234: N=71, L=65, pop=201
S5970: N=51, L=23, pop=97
S6681: N=54, L=60, pop=174
S6684: N=43, L=47, pop=137
S6694: N=54, L=58, pop=170
S6703: N=63, L=63, pop=189
S6708: N=54, L=45, pop=144
S6714: N=41, L=67, pop=175
S6718: N=85, L=24, pop=133
S6728: N=73, L=48, pop=169
S6736: N=55, L=60, pop=175
S6737: N=57, L=63, pop=183
S6743: N=59, L=40, pop=139
S6746: N=62, L=46, pop=154
S6753: N=52, L=64, pop=180
S6761: N=48, L=24, pop=96
S7539: N=21, L=74, pop=169
S7545: N=49, L=59, pop=167
S7551: N=71, L=69, pop=209
S7557: N=23, L=50, pop=123
S7563: N=47, L=48, pop=143
S7573: N=81, L=71, pop=223
S7578: N=74, L=32, pop=138
S7587: N=66, L=45, pop=156
S7597: N=59, L=55, pop=169
S7598: N=46, L=65, pop=176
S7599: N=59, L=50, pop=159
S7600: N=60, L=39, pop=138
S7606: N=63, L=39, pop=141
S7613: N=52, L=63, pop=178
S7619: N=33, L=63, pop=159
S7626: N=58, L=62, pop=182
S7631: N=54, L=55, pop=164
S7639: N=28, L=64, pop=156
S7642: N=40, L=60, pop=160
S7648: N=45, L=30, pop=105
S8588: N=43, L=34, pop=111
S8597: N=73, L=53, pop=179
S8606: N=50, L=50, pop=150
S8607: N=40, L=58, pop=156
S8609: N=37, L=37, pop=111
S8616: N=40, L=51, pop=142
S8620: N=83, L=39, pop=161
S8622: N=32, L=62, pop=156
S8626: N=52, L=39, pop=130
S8629: N=48, L=41, pop=130
S8635: N=79, L=45, pop=169
S8643: N=46, L=45, pop=136
S8652: N=59, L=63, pop=185
S9636: N=31, L=60, pop=151
S9637: N=43, L=60, pop=163
S10778: N=52, L=55, pop=162
S10779: N=53, L=43, pop=139
S10784: N=36, L=50, pop=136
S10786: N=55, L=69, pop=193
S10793: N=52, L=51, pop=154
S10803: N=38, L=55, pop=148
S10810: N=23, L=51, pop=125
S10816: N=46, L=37, pop=120
S10824: N=37, L=30, pop=97
S10825: N=59, L=61, pop=181
S10835: N=56, L=50, pop=156
S10843: N=18, L=45, pop=108
S10853: N=40, L=34, pop=108
S10860: N=45, L=50, pop=145
S10863: N=59, L=34, pop=127
S10871: N=47, L=43, pop=133
S10881: N=72, L=33, pop=138
S10884: N=32, L=23, pop=78
S12087: N=35, L=52, pop=139
S12094: N=41, L=39, pop=119
S12104: N=49, L=46, pop=141
S12106: N=49, L=47, pop=143
S12112: N=16, L=8, pop=32
S12117: N=48, L=33, pop=114
S12121: N=34, L=70, pop=174
S12123: N=25, L=27, pop=79
S12126: N=32, L=25, pop=82
S12129: N=58, L=21, pop=100
S12139: N=52, L=39, pop=130
S13297: N=48, L=51, pop=150
S13298: N=32, L=35, pop=102
S13301: N=48, L=24, pop=96
S13302: N=38, L=49, pop=136
S13310: N=59, L=44, pop=147
S13319: N=49, L=48, pop=145
S13326: N=55, L=59, pop=173
S13329: N=28, L=48, pop=124
S13335: N=51, L=38, pop=127
S13341: N=43, L=54, pop=151
S13347: N=26, L=39, pop=104
S13353: N=52, L=50, pop=152
S13355: N=30, L=37, pop=104
S13363: N=35, L=46, pop=127
S14596: N=28, L=47, pop=122
S14604: N=35, L=59, pop=153
S14607: N=33, L=50, pop=133
S14614: N=18, L=30, pop=78
S14622: N=61, L=22, pop=105
S15907: N=22, L=26, pop=74
S17194: N=39, L=44, pop=127
S17200: N=36, L=51, pop=138
S18454: N=25, L=30, pop=85
S18458: N=34, L=57, pop=148
S18465: N=9, L=50, pop=109
S18472: N=33, L=46, pop=125
S18481: N=26, L=42, pop=110
S18483: N=12, L=32, pop=76
S18484: N=20, L=43, pop=106
S18486: N=24, L=44, pop=112
S18487: N=39, L=13, pop=65
S18493: N=29, L=12, pop=53
S18502: N=30, L=18, pop=66
S18510: N=39, L=44, pop=127
S19894: N=35, L=25, pop=85
S19903: N=28, L=34, pop=96
S19912: N=20, L=38, pop=96
S19916: N=33, L=18, pop=69
S21288: N=21, L=28, pop=77
S21298: N=6, L=20, pop=46
S21302: N=34, L=25, pop=84
S21307: N=22, L=23, pop=68
S21310: N=20, L=37, pop=94
S21314: N=21, L=25, pop=71
S21318: N=36, L=25, pop=86
S21324: N=20, L=28, pop=76
S21332: N=25, L=16, pop=57
S22780: N=24, L=27, pop=78
S22785: N=28, L=29, pop=86
S22794: N=24, L=12, pop=48
S22801: N=25, L=28, pop=81
S22804: N=23, L=24, pop=71
S22807: N=32, L=21, pop=74
S24345: N=18, L=24, pop=66
S24352: N=28, L=27, pop=82
S24353: N=20, L=17, pop=54
S24360: N=17, L=19, pop=55
S24367: N=15, L=29, pop=73
S24373: N=27, L=20, pop=67
S24376: N=21, L=15, pop=51
S24384: N=17, L=28, pop=73
S24391: N=19, L=19, pop=57
S24393: N=25, L=23, pop=71
S24400: N=29, L=27, pop=83
S25938: N=20, L=20, pop=60
S25947: N=20, L=20, pop=60
S25949: N=20, L=20, pop=60
S25953: N=20, L=20, pop=60
S3: N=153, L=72, pop=297
S8: N=85, L=72, pop=229
S10: N=139, L=105, pop=349
S15: N=53, L=68, pop=189
S23: N=82, L=59, pop=200
S31: N=47, L=93, pop=233
S32: N=97, L=51, pop=199
S39: N=108, L=113, pop=334
S41: N=52, L=94, pop=240
S47: N=105, L=51, pop=207
S52: N=104, L=129, pop=362
S58: N=100, L=100, pop=300
S61: N=68, L=97, pop=262
S63: N=125, L=65, pop=255
S72: N=95, L=145, pop=385
S76: N=73, L=85, pop=243
S182: N=65, L=67, pop=199
S188: N=72, L=72, pop=216
S189: N=116, L=87, pop=290
S192: N=81, L=104, pop=289
S202: N=100, L=103, pop=306
S210: N=122, L=94, pop=310
S211: N=72, L=112, pop=296
S213: N=67, L=98, pop=263
S219: N=109, L=57, pop=223
S224: N=76, L=84, pop=244
S225: N=96, L=61, pop=218
S356: N=101, L=95, pop=291
S361: N=86, L=50, pop=186
S370: N=79, L=95, pop=269
S377: N=108, L=70, pop=248
S381: N=75, L=96, pop=267
S384: N=91, L=83, pop=257
S392: N=56, L=144, pop=344
S398: N=79, L=65, pop=209
S401: N=93, L=75, pop=243
S411: N=78, L=75, pop=228
S414: N=126, L=49, pop=224
S418: N=80, L=112, pop=304
S419: N=83, L=105, pop=293
S427: N=89, L=98, pop=285
S434: N=119, L=96, pop=311
S438: N=79, L=49, pop=177
S659: N=121, L=83, pop=287
S668: N=112, L=101, pop=314
S676: N=94, L=82, pop=258
S949: N=96, L=74, pop=244
S951: N=61, L=103, pop=267
S954: N=74, L=103, pop=280
S955: N=16, L=76, pop=168
S959: N=21, L=74, pop=169
S968: N=75, L=93, pop=261
S977: N=93, L=68, pop=229
S979: N=72, L=114, pop=300
S981: N=99, L=90, pop=279
S982: N=66, L=79, pop=224
S992: N=97, L=57, pop=211
S998: N=33, L=47, pop=127
S1000: N=82, L=97, pop=276
S1008: N=56, L=62, pop=180
S1010: N=53, L=61, pop=175
S1012: N=74, L=65, pop=204
S1019: N=85, L=75, pop=235
S1375: N=59, L=101, pop=261
S1385: N=116, L=71, pop=258
S1395: N=64, L=47, pop=158
S1401: N=97, L=75, pop=247
S1407: N=54, L=84, pop=222
S1410: N=76, L=77, pop=230
S1418: N=119, L=48, pop=215
S1428: N=147, L=77, pop=301
S1436: N=103, L=79, pop=261
S1437: N=73, L=61, pop=195
S1821: N=136, L=116, pop=368
S1825: N=45, L=96, pop=237
S1829: N=89, L=73, pop=235
S1839: N=75, L=93, pop=261
S1840: N=88, L=55, pop=198
S1845: N=51, L=91, pop=233
S1846: N=61, L=77, pop=215
S1853: N=89, L=51, pop=191
S1854: N=76, L=76, pop=228
S1855: N=85, L=97, pop=279
S1856: N=101, L=86, pop=273
S1865: N=122, L=101, pop=324
S1869: N=88, L=59, pop=206
S1872: N=70, L=62, pop=194
S1877: N=70, L=99, pop=268
S1882: N=55, L=84, pop=223
S1889: N=78, L=98, pop=274
S1891: N=79, L=95, pop=269
S2424: N=103, L=58, pop=219
S2434: N=112, L=76, pop=264
S2436: N=71, L=69, pop=209
S2437: N=53, L=72, pop=197
S2447: N=110, L=88, pop=286
S2456: N=49, L=89, pop=227
S2458: N=126, L=48, pop=222
S2464: N=104, L=46, pop=196
S2470: N=58, L=58, pop=174
S2479: N=55, L=69, pop=193
S2488: N=81, L=62, pop=205
S2498: N=94, L=74, pop=242
S2507: N=53, L=90, pop=233
S2516: N=90, L=103, pop=296
S2520: N=91, L=74, pop=239
S2524: N=42, L=86, pop=214
S2532: N=82, L=85, pop=252
S2536: N=52, L=57, pop=166
S3155: N=96, L=81, pop=258
S3741: N=87, L=43, pop=173
S3742: N=117, L=90, pop=297
S4379: N=85, L=74, pop=233
S4387: N=39, L=45, pop=129
S4391: N=35, L=78, pop=191
S4397: N=38, L=52, pop=142
S4401: N=84, L=78, pop=240
S4403: N=46, L=61, pop=168
S4411: N=43, L=63, pop=169
S4421: N=62, L=80, pop=222
S4428: N=63, L=62, pop=187
S5143: N=91, L=49, pop=189
S5147: N=52, L=137, pop=326
S5154: N=53, L=53, pop=159
S5160: N=40, L=84, pop=208
S5170: N=62, L=80, pop=222
S5180: N=56, L=63, pop=182
S5181: N=89, L=80, pop=249
S5191: N=86, L=57, pop=200
S5201: N=81, L=70, pop=221
S5208: N=71, L=66, pop=203
S5211: N=42, L=76, pop=194
S5216: N=28, L=77, pop=182
S5224: N=87, L=45, pop=177
S5234: N=69, L=71, pop=211
S5970: N=61, L=33, pop=127
S6681: N=55, L=66, pop=187
S6684: N=41, L=42, pop=125
S6694: N=61, L=57, pop=175
S6703: N=69, L=69, pop=207
S6708: N=62, L=55, pop=172
S6714: N=36, L=67, pop=170
S6718: N=91, L=23, pop=137
S6728: N=76, L=45, pop=166
S6736: N=62, L=58, pop=178
S6737: N=63, L=62, pop=187
S6743: N=69, L=48, pop=165
S6746: N=68, L=54, pop=176
S6753: N=58, L=68, pop=194
S6761: N=53, L=32, pop=117
S7539: N=28, L=80, pop=188
S7545: N=44, L=58, pop=160
S7551: N=76, L=65, pop=206
S7557: N=30, L=59, pop=148
S7563: N=52, L=45, pop=142
S7573: N=91, L=74, pop=239
S7578: N=79, L=29, pop=137
S7587: N=69, L=53, pop=175
S7597: N=68, L=58, pop=184
S7598: N=46, L=72, pop=190
S7599: N=65, L=53, pop=171
S7600: N=59, L=45, pop=149
S7606: N=73, L=44, pop=161
S7613: N=55, L=66, pop=187
S7619: N=36, L=66, pop=168
S7626: N=65, L=57, pop=179
S7631: N=64, L=52, pop=168
S7639: N=23, L=64, pop=151
S7642: N=38, L=56, pop=150
S7648: N=51, L=32, pop=115
S8588: N=52, L=35, pop=122
S8597: N=83, L=58, pop=199
S8606: N=51, L=54, pop=159
S8607: N=43, L=66, pop=175
S8609: N=36, L=40, pop=116
S8616: N=42, L=60, pop=162
S8620: N=88, L=38, pop=164
S8622: N=30, L=72, pop=174
S8626: N=61, L=36, pop=133
S8629: N=55, L=49, pop=153
S8635: N=88, L=44, pop=176
S8643: N=54, L=51, pop=156
S8652: N=66, L=58, pop=182
S9636: N=27, L=65, pop=157
S9637: N=45, L=62, pop=169
S10778: N=49, L=53, pop=155
S10779: N=52, L=45, pop=142
S10784: N=39, L=55, pop=149
S10786: N=58, L=76, pop=210
S10793: N=56, L=57, pop=170
S10803: N=39, L=64, pop=167
S10810: N=26, L=46, pop=118
S10816: N=54, L=38, pop=130
S10824: N=47, L=26, pop=99
S10825: N=56, L=71, pop=198
S10835: N=52, L=55, pop=162
S10843: N=27, L=45, pop=117
S10853: N=35, L=41, pop=117
S10860: N=51, L=56, pop=163
S10863: N=54, L=44, pop=142
S10871: N=42, L=42, pop=126
S10881: N=67, L=28, pop=123
S10884: N=32, L=19, pop=70
S12087: N=34, L=52, pop=138
S12094: N=42, L=37, pop=116
S12104: N=57, L=55, pop=167
S12106: N=53, L=53, pop=159
S12112: N=14, L=12, pop=38
S12117: N=45, L=38, pop=121
S12121: N=38, L=65, pop=168
S12123: N=24, L=23, pop=70
S12126: N=28, L=35, pop=98
S12129: N=66, L=27, pop=120
S12139: N=47, L=37, pop=121
S13297: N=52, L=53, pop=158
S13298: N=34, L=39, pop=112
S13301: N=57, L=27, pop=111
S13302: N=42, L=54, pop=150
S13310: N=55, L=39, pop=133
S13319: N=55, L=49, pop=153
S13326: N=61, L=66, pop=193
S13329: N=34, L=49, pop=132
S13335: N=59, L=46, pop=151
S13341: N=53, L=57, pop=167
S13347: N=24, L=38, pop=100
S13353: N=51, L=50, pop=151
S13355: N=40, L=32, pop=104
S13363: N=37, L=52, pop=141
S14596: N=36, L=42, pop=120
S14604: N=30, L=63, pop=156
S14607: N=31, L=49, pop=129
S14614: N=18, L=35, pop=88
S14622: N=68, L=23, pop=114
S15907: N=31, L=21, pop=73
S17194: N=47, L=40, pop=127
S17200: N=33, L=46, pop=125
S18454: N=24, L=38, pop=100
S18458: N=42, L=59, pop=160
S18465: N=9, L=54, pop=117
S18472: N=43, L=52, pop=147
S18481: N=26, L=44, pop=114
S18483: N=10, L=29, pop=68
S18484: N=30, L=45, pop=120
S18486: N=20, L=39, pop=98
S18487: N=47, L=15, pop=77
S18493: N=29, L=8, pop=45
S18502: N=40, L=21, pop=82
S18510: N=48, L=51, pop=150
S19894: N=40, L=22, pop=84
S19903: N=37, L=33, pop=103
S19912: N=28, L=33, pop=94
S19916: N=38, L=21, pop=80
S21288: N=26, L=34, pop=94
S21298: N=3, L=22, pop=47
S21302: N=40, L=20, pop=80
S21307: N=26, L=29, pop=84
S21310: N=15, L=36, pop=87
S21314: N=19, L=28, pop=75
S21318: N=42, L=20, pop=82
S21324: N=27, L=23, pop=73
S21332: N=28, L=18, pop=64
S22780: N=33, L=25, pop=83
S22785: N=25, L=24, pop=73
S22794: N=33, L=22, pop=77
S22801: N=25, L=26, pop=77
S22804: N=31, L=24, pop=79
S22807: N=39, L=16, pop=71
S24345: N=27, L=22, pop=71
S24352: N=33, L=31, pop=95
S24353: N=26, L=21, pop=68
S24360: N=18, L=15, pop=48
S24367: N=16, L=37, pop=90
S24373: N=29, L=27, pop=83
S24376: N=21, L=24, pop=69
S24384: N=22, L=29, pop=80
S24391: N=15, L=19, pop=53
S24393: N=27, L=31, pop=89
S24400: N=35, L=27, pop=89
S25938: N=17, L=24, pop=65
S25947: N=29, L=21, pop=71
S25949: N=30, L=24, pop=78
S25953: N=26, L=29, pop=84
S27501: N=20, L=20, pop=60
S27511: N=20, L=20, pop=60
S27520: N=20, L=20, pop=60
S27526: N=20, L=20, pop=60
S27531: N=20, L=20, pop=60
S27532: N=20, L=20, pop=60
S27537: N=20, L=20, pop=60
S27543: N=20, L=20, pop=60
S27550: N=20, L=20, pop=60
S27555: N=20, L=20, pop=60
S27557: N=20, L=20, pop=60
S3: N=149, L=82, pop=313
S8: N=80, L=71, pop=222
S10: N=143, L=104, pop=351
S15: N=54, L=67, pop=188
S23: N=82, L=55, pop=192
S31: N=54, L=92, pop=238
S32: N=107, L=52, pop=211
S39: N=105, L=112, pop=329
S41: N=58, L=92, pop=242
S47: N=115, L=53, pop=221
S52: N=102, L=139, pop=380
S58: N=105, L=108, pop=321
S61: N=65, L=95, pop=255
S63: N=122, L=62, pop=246
S72: N=90, L=153, pop=396
S76: N=77, L=87, pop=251
S182: N=68, L=68, pop=204
S188: N=79, L=81, pop=241
S189: N=115, L=87, pop=289
S192: N=78, L=99, pop=276
S202: N=108, L=108, pop=324
S210: N=117, L=100, pop=317
S211: N=71, L=115, pop=301
S213: N=67, L=99, pop=265
S219: N=105, L=57, pop=219
S224: N=74, L=90, pop=254
S225: N=94, L=58, pop=210
S356: N=99, L=98, pop=295
S361: N=82, L=46, pop=174
S370: N=82, L=101, pop=284
S377: N=115, L=72, pop=259
S381: N=73, L=104, pop=281
S384: N=94, L=82, pop=258
S392: N=59, L=145, pop=349
S398: N=88, L=68, pop=224
S401: N=99, L=83, pop=265
S411: N=73, L=76, pop=225
S414: N=123, L=52, pop=227
S418: N=86, L=121, pop=328
S419: N=81, L=106, pop=293
S427: N=96, L=96, pop=288
S434: N=126, L=94, pop=314
S438: N=78, L=47, pop=172
S659: N=123, L=80, pop=283
S668: N=118, L=101, pop=320
S676: N=89, L=91, pop=271
S949: N=97, L=73, pop=243
S951: N=65, L=111, pop=287
S954: N=83, L=109, pop=301
S955: N=26, L=76, pop=178
S959: N=23, L=81, pop=185
S968: N=85, L=96, pop=277
S977: N=89, L=70, pop=229
S979: N=81, L=112, pop=305
S981: N=96, L=85, pop=266
